Id,Student_Age,Sex,High_School_Type,Scholarship,Additional_Work,Sports_activity,Transportation,Weekly_Study_Hours,Reading,Notes,Listening_in_Class,Project_work,Attendance,Grade
13812,18,Female,State,100%,No,No,Bike,3,Yes,Yes,Yes,No,Never,FF
13813,19,Female,State,0%,No,No,Bus,9,Yes,Yes,Yes,Yes,Always,CC
13814,22,Male,Other,25%,No,Yes,Bus,11,No,No,Yes,No,Always,CC
13815,18,Male,Other,0%,No,No,Bike,9,Yes,No,Yes,Yes,Always,BB
13816,21,Female,State,50%,No,No,Private,12,No,Yes,Yes,No,Never,BB
13817,20,Female,State,25%,Yes,No,Private,7,Yes,Yes,Yes,No,Always,CC
13818,25,Female,State,50%,Yes,Yes,Private,0,Yes,No,No,No,Sometimes,FF
13819,20,Female,Private,25%,No,No,Bus,9,Yes,No,Yes,Yes,Always,CC
13820,24,Male,Other,50%,No,No,Bus,9,Yes,Yes,Yes,Yes,Sometimes,CC
13821,24,Female,State,75%,Yes,Yes,Bus,9,Yes,Yes,Yes,Yes,Sometimes,CC
13822,23,Female,State,100%,No,Yes,Bus,12,Yes,Yes,Yes,Yes,Always,CC
13823,25,Female,Private,100%,No,Yes,Bus,0,Yes,Yes,Yes,No,Always,FF
13824,20,Male,Private,75%,No,Yes,Bus,7,No,Yes,Yes,Yes,Sometimes,DC
13825,22,Male,Other,100%,No,No,Private,4,No,No,Yes,Yes,Never,FF
13826,19,Male,Private,25%,No,Yes,Bus,3,Yes,No,No,Yes,Always,FF
13827,21,Female,State,0%,No,Yes,Bus,8,Yes,No,No,No,Always,DC
13828,24,Male,Private,0%,No,No,Bus,11,No,Yes,Yes,No,Always,CC
13829,22,Male,State,50%,No,Yes,Bus,9,Yes,Yes,Yes,Yes,Never,CC
13830,21,Male,Private,100%,No,Yes,Bus,5,No,Yes,No,No,Always,FF
13831,21,Male,State,0%,No,No,Private,7,Yes,Yes,No,No,Always,DC
13832,19,Female,Private,50%,Yes,Yes,Private,12,No,Yes,No,No,Always,CC
13833,25,Female,State,50%,Yes,Yes,Bus,11,Yes,Yes,Yes,Yes,Never,BB
13834,23,Female,State,100%,No,Yes,Bus,6,Yes,Yes,No,No,Always,DC
13835,20,Male,Private,50%,No,No,Private,6,Yes,No,No,Yes,Always,FF
13836,19,Female,State,100%,No,No,Bus,1,Yes,Yes,Yes,No,Always,DC
13837,22,Male,Private,25%,No,No,Bus,6,Yes,Yes,No,Yes,Never,DC
13838,23,Male,Private,25%,Yes,Yes,Bus,1,Yes,No,No,No,Always,FF
13839,22,Male,State,50%,Yes,No,Bike,16,Yes,No,Yes,No,Always,BB
13840,23,Male,State,25%,No,No,Bus,5,Yes,Yes,No,Yes,Always,DC
13841,25,Male,Private,0%,Yes,Yes,Bike,12,Yes,Yes,No,No,Always,CC
13842,24,Female,Private,50%,No,No,Bus,15,Yes,No,No,Yes,Always,CC
13843,22,Female,Private,75%,No,No,Bus,9,Yes,Yes,No,Yes,Sometimes,DC
13844,19,Female,State,50%,No,Yes,Private,8,Yes,No,Yes,Yes,Always,CC
13845,23,Male,Private,25%,No,Yes,Bus,3,Yes,Yes,Yes,Yes,Always,DC
13846,23,Male,Other,50%,No,Yes,Bus,6,No,Yes,Yes,Yes,Sometimes,DC
13847,21,Male,Other,25%,No,Yes,Bus,14,No,Yes,No,No,Always,BB
13848,21,Female,Private,0%,No,No,Bus,9,Yes,Yes,Yes,No,Sometimes,DC
13849,18,Female,Private,50%,No,No,Bus,8,Yes,No,Yes,Yes,Always,CC
13850,22,Female,State,0%,No,Yes,Private,13,Yes,Yes,Yes,Yes,Never,CC
13851,21,Male,Private,0%,Yes,No,Private,11,Yes,Yes,Yes,Yes,Always,CC
13852,18,Female,Private,75%,No,No,Bike,7,Yes,Yes,Yes,No,Always,BB
13853,24,Male,Private,0%,No,Yes,Private,9,Yes,No,No,No,Never,FF
13854,24,Female,State,100%,Yes,No,Private,5,Yes,No,Yes,Yes,Always,DC
13855,21,Female,State,50%,Yes,No,Private,6,Yes,Yes,Yes,No,Always,BB
13856,22,Female,Private,100%,Yes,Yes,Private,7,Yes,No,Yes,Yes,Always,CC
13857,23,Female,Private,0%,No,Yes,Bus,10,Yes,Yes,Yes,Yes,Sometimes,CC
13858,20,Male,Other,50%,No,Yes,Bus,3,Yes,Yes,Yes,Yes,Sometimes,FF
13859,25,Female,State,25%,Yes,Yes,Private,8,Yes,Yes,No,Yes,Always,DC
13860,22,Female,State,75%,No,Yes,Bus,6,Yes,Yes,Yes,Yes,Always,CC
13861,25,Male,State,25%,No,Yes,Bike,4,Yes,No,Yes,No,Never,FF
13862,19,Male,State,25%,No,No,Bus,6,Yes,Yes,Yes,Yes,Sometimes,FF
13863,24,Male,State,75%,No,No,Bus,0,Yes,No,No,Yes,Always,FF
13864,21,Male,Private,25%,Yes,Yes,Private,5,No,No,Yes,Yes,Sometimes,FF
13865,21,Male,Private,0%,No,Yes,Bus,4,Yes,Yes,Yes,No,Never,DC
13866,25,Female,State,25%,No,No,Bike,7,Yes,Yes,Yes,Yes,Never,BB
13867,23,Male,State,50%,No,No,Bike,0,Yes,No,Yes,No,Always,DC
13868,25,Male,Other,25%,No,Yes,Private,9,Yes,Yes,Yes,Yes,Sometimes,CC
13869,19,Female,Private,25%,No,Yes,Bus,12,No,No,Yes,Yes,Sometimes,CC
13870,23,Female,Other,0%,Yes,No,Bus,8,No,Yes,Yes,Yes,Never,CC
13871,19,Female,Other,50%,No,Yes,Bus,10,Yes,No,Yes,No,Always,CC
13872,20,Male,Private,75%,No,Yes,Private,6,Yes,No,Yes,Yes,Always,CC
13873,24,Female,State,25%,Yes,Yes,Bus,2,Yes,No,No,Yes,Always,FF
13874,21,Female,State,25%,Yes,Yes,Bus,8,No,Yes,No,Yes,Always,DC
13875,21,Male,Other,0%,No,Yes,Bus,11,No,Yes,Yes,Yes,Always,CC
13876,20,Male,State,25%,No,Yes,Bus,3,Yes,Yes,Yes,No,Always,DC
13877,18,Female,State,0%,Yes,No,Private,6,Yes,Yes,Yes,Yes,Always,FF
13878,24,Female,State,50%,No,No,Bus,7,No,Yes,Yes,Yes,Sometimes,CC
13879,23,Female,Private,50%,No,No,Bus,19,Yes,No,Yes,No,Never,BB
13880,20,Female,Private,100%,No,Yes,Private,9,Yes,Yes,Yes,Yes,Sometimes,CC
13881,23,Female,State,0%,Yes,Yes,Private,0,Yes,Yes,Yes,No,Always,FF
13882,25,Female,State,50%,No,No,Private,0,Yes,No,Yes,No,Always,DC
13883,22,Male,State,50%,Yes,No,Private,11,No,No,Yes,Yes,Sometimes,CC
13884,21,Male,State,50%,No,Yes,Bus,18,No,No,Yes,No,Always,BB
13885,23,Male,Private,75%,No,Yes,Bus,7,Yes,No,No,Yes,Always,DC
13886,19,Female,State,25%,No,Yes,Bike,7,Yes,No,No,Yes,Always,FF
13887,23,Female,Private,0%,No,Yes,Bike,10,Yes,Yes,Yes,Yes,Never,CC
13888,22,Female,State,50%,Yes,Yes,Private,5,Yes,No,No,No,Sometimes,DC
13889,24,Male,Other,25%,No,No,Private,0,Yes,Yes,Yes,Yes,Sometimes,FF
13890,21,Female,State,0%,Yes,Yes,Bike,12,Yes,Yes,No,Yes,Always,BB
13891,25,Male,Private,25%,No,No,Bus,6,No,No,No,Yes,Never,FF
13892,20,Male,Private,25%,Yes,No,Bus,12,Yes,Yes,Yes,No,Always,BB
13893,25,Female,State,50%,No,Yes,Private,5,Yes,Yes,Yes,Yes,Always,DC
13894,22,Female,State,0%,No,No,Bike,8,Yes,Yes,Yes,Yes,Always,CC
13895,21,Female,State,25%,No,No,Private,11,Yes,Yes,Yes,Yes,Always,BB
13896,23,Male,Private,50%,Yes,Yes,Private,12,Yes,Yes,Yes,Yes,Sometimes,BB
13897,24,Male,State,50%,No,Yes,Bus,9,Yes,No,Yes,Yes,Always,CC
13898,18,Male,State,100%,Yes,No,Bus,9,Yes,Yes,Yes,Yes,Always,CC
13899,24,Male,Private,0%,No,No,Bus,10,Yes,No,Yes,Yes,Always,BA
13900,18,Female,State,100%,No,No,Bike,10,Yes,Yes,Yes,Yes,Always,BB
13901,19,Female,Private,50%,No,Yes,Bus,3,Yes,Yes,Yes,No,Always,DC
13902,24,Female,State,75%,No,Yes,Bus,3,Yes,No,Yes,No,Always,FF
13903,21,Male,State,25%,Yes,Yes,Bike,0,Yes,Yes,Yes,Yes,Always,FF
13904,18,Female,State,50%,No,Yes,Bus,11,Yes,Yes,Yes,Yes,Always,BB
13905,20,Male,State,75%,Yes,No,Private,6,Yes,Yes,Yes,Yes,Always,DC
13906,21,Female,State,75%,No,No,Bus,11,Yes,Yes,Yes,Yes,Always,BB
13907,20,Male,Private,25%,No,No,Bus,10,Yes,Yes,Yes,Yes,Always,CC
13908,24,Male,State,0%,No,No,Private,4,Yes,Yes,No,No,Sometimes,FF
13909,20,Female,State,50%,No,No,Bike,8,Yes,Yes,Yes,Yes,Always,CC
13910,18,Female,Private,100%,No,No,Bus,6,Yes,Yes,Yes,No,Sometimes,DC
13911,21,Male,Private,25%,No,No,Private,6,Yes,No,Yes,Yes,Always,DC
13912,23,Male,State,50%,No,Yes,Bus,12,Yes,Yes,Yes,Yes,Always,BA
13913,22,Female,Private,50%,No,No,Bus,18,No,No,No,No,Sometimes,BB
13914,18,Male,Private,75%,No,Yes,Bus,12,Yes,Yes,Yes,Yes,Sometimes,BB
13915,18,Male,State,50%,Yes,Yes,Private,8,No,No,Yes,Yes,Sometimes,DC
13916,23,Male,Private,25%,No,Yes,Bus,13,Yes,Yes,Yes,Yes,Sometimes,BB
13917,21,Male,Other,100%,Yes,Yes,Bus,15,Yes,Yes,Yes,Yes,Sometimes,BB
13918,21,Female,Private,50%,No,No,Private,2,No,Yes,Yes,No,Always,FF
13919,25,Female,State,50%,Yes,Yes,Bus,13,No,Yes,Yes,Yes,Always,CC
13920,24,Female,State,25%,No,No,Bus,11,Yes,No,Yes,No,Always,BB
13921,20,Female,State,50%,No,Yes,Bus,13,Yes,Yes,Yes,No,Sometimes,BB
13922,24,Male,Private,25%,Yes,Yes,Private,11,Yes,Yes,No,Yes,Always,CC
13923,23,Male,Other,25%,No,Yes,Bus,7,No,No,Yes,Yes,Sometimes,CC
13924,24,Male,State,50%,No,No,Private,16,Yes,Yes,No,No,Sometimes,BB
13925,23,Male,State,50%,Yes,No,Bus,9,Yes,Yes,Yes,Yes,Always,DC
13926,21,Male,Private,50%,No,Yes,Bus,6,Yes,Yes,No,Yes,Never,DC
13927,20,Female,Private,25%,Yes,Yes,Private,10,Yes,Yes,Yes,No,Never,BB
13928,24,Female,State,50%,Yes,No,Bus,12,No,Yes,Yes,Yes,Sometimes,CC
13929,18,Male,Private,25%,No,Yes,Bike,8,No,No,Yes,No,Always,CC
13930,19,Female,State,50%,No,Yes,Bus,10,Yes,Yes,Yes,Yes,Never,DC
13931,25,Female,Private,25%,No,Yes,Bus,8,Yes,Yes,Yes,No,Sometimes,CC
13932,22,Female,State,50%,No,Yes,Bus,5,No,No,Yes,No,Always,FF
13933,18,Female,Other,75%,No,Yes,Bus,5,Yes,No,Yes,Yes,Sometimes,DC
13934,21,Female,State,25%,No,Yes,Bus,2,Yes,Yes,No,Yes,Never,DC
13935,22,Female,State,25%,No,No,Bus,14,Yes,Yes,No,Yes,Never,CC
13936,19,Female,State,50%,Yes,No,Bus,7,Yes,Yes,Yes,Yes,Always,CC
13937,19,Female,State,50%,No,No,Bus,0,No,No,Yes,No,Always,FF
13938,20,Male,Other,50%,No,No,Bus,10,Yes,No,Yes,No,Always,CC
13939,22,Male,State,50%,No,No,Bus,10,Yes,Yes,Yes,No,Sometimes,CC
13940,20,Female,State,25%,Yes,No,Bus,1,No,No,Yes,No,Always,DC
13941,18,Male,Private,25%,No,No,Bus,5,Yes,Yes,Yes,No,Always,DC
13942,23,Male,State,25%,Yes,Yes,Bus,4,Yes,No,Yes,No,Sometimes,DC
13943,23,Female,Private,0%,No,Yes,Private,5,No,No,No,No,Always,DC
13944,23,Male,State,50%,No,No,Private,13,Yes,No,Yes,Yes,Always,CC
13945,22,Female,State,0%,No,No,Bus,7,Yes,No,No,No,Always,DC
13946,23,Female,State,100%,No,No,Bus,6,Yes,Yes,Yes,No,Always,CC
13947,18,Female,State,75%,No,No,Bus,12,Yes,Yes,Yes,Yes,Always,BB
13948,20,Male,State,75%,Yes,Yes,Private,10,No,Yes,Yes,No,Always,BB
13949,22,Male,Private,100%,No,Yes,Bus,1,Yes,No,Yes,Yes,Always,DC
13950,20,Female,State,25%,No,No,Bus,6,No,No,Yes,Yes,Always,DC
13951,22,Female,Private,75%,No,Yes,Bus,9,Yes,Yes,Yes,Yes,Sometimes,CC
13952,20,Female,State,0%,No,Yes,Bike,4,No,Yes,Yes,Yes,Sometimes,FF
13953,19,Male,Private,0%,Yes,No,Private,16,Yes,Yes,Yes,Yes,Always,BA
13954,20,Male,Private,75%,No,Yes,Bus,8,Yes,Yes,Yes,No,Always,CC
13955,23,Female,Other,0%,No,No,Bus,5,No,Yes,Yes,No,Sometimes,DC
13956,19,Male,Private,100%,Yes,No,Private,4,Yes,No,Yes,No,Always,DC
13957,20,Female,State,50%,Yes,Yes,Bus,12,Yes,Yes,No,No,Always,CC
13958,22,Male,Private,75%,No,Yes,Bus,5,No,Yes,No,Yes,Sometimes,FF
13959,22,Male,Other,25%,No,Yes,Private,10,No,Yes,Yes,Yes,Always,DC
13960,25,Male,State,50%,No,No,Bus,3,No,No,Yes,No,Always,DC
13961,22,Male,Private,0%,No,Yes,Bus,8,Yes,No,Yes,No,Sometimes,DC
13962,21,Female,Private,75%,No,Yes,Bus,5,Yes,Yes,Yes,No,Never,DC
13963,18,Female,State,0%,No,No,Bike,7,Yes,Yes,Yes,Yes,Always,CC
13964,22,Male,Private,50%,No,Yes,Bus,5,Yes,Yes,No,Yes,Always,DC
13965,19,Female,State,25%,Yes,Yes,Private,12,Yes,No,Yes,No,Always,BB
13966,25,Male,Private,0%,No,Yes,Bus,6,Yes,No,No,No,Sometimes,DC
13967,22,Female,Private,50%,Yes,Yes,Bike,7,Yes,No,Yes,Yes,Sometimes,DC
13968,21,Male,State,0%,No,No,Bike,8,Yes,Yes,Yes,Yes,Always,CC
13969,23,Female,Private,50%,No,Yes,Bus,14,Yes,Yes,Yes,Yes,Always,BA
13970,19,Female,State,25%,No,Yes,Bus,12,Yes,Yes,Yes,Yes,Always,BB
13971,21,Female,Private,25%,Yes,No,Private,11,No,Yes,Yes,Yes,Sometimes,CC
13972,23,Female,Private,50%,Yes,No,Private,2,Yes,No,Yes,No,Always,FF
13973,24,Female,Other,25%,No,Yes,Bus,5,Yes,Yes,Yes,No,Always,DC
13974,24,Female,State,25%,No,No,Private,13,Yes,Yes,Yes,No,Always,BB
13975,19,Female,State,75%,No,No,Bus,3,Yes,Yes,Yes,No,Always,DC
13976,20,Female,Private,0%,No,Yes,Bus,8,Yes,No,Yes,No,Always,CC
13977,18,Female,State,0%,No,No,Private,4,Yes,No,No,Yes,Always,FF
13978,25,Male,State,25%,Yes,No,Bus,4,Yes,Yes,No,Yes,Sometimes,DC
13979,18,Female,Private,25%,Yes,Yes,Bus,15,No,Yes,No,Yes,Sometimes,BB
13980,21,Male,State,50%,Yes,No,Bike,11,Yes,Yes,Yes,No,Always,BB
13981,23,Female,State,25%,No,No,Private,12,Yes,Yes,Yes,No,Sometimes,CC
13982,18,Male,Private,75%,Yes,No,Bike,11,Yes,No,Yes,Yes,Always,CC
13983,23,Female,State,0%,Yes,Yes,Private,7,No,No,Yes,Yes,Always,DC
13984,23,Male,State,25%,No,Yes,Private,5,Yes,No,No,Yes,Always,FF
13985,21,Male,Private,25%,No,No,Bus,6,No,No,No,Yes,Sometimes,FF
13986,21,Male,State,50%,No,Yes,Bus,7,No,No,No,Yes,Sometimes,FF
13987,21,Female,Private,100%,No,No,Bus,15,Yes,Yes,Yes,No,Sometimes,BA
13988,18,Male,State,50%,Yes,Yes,Bus,3,Yes,No,Yes,Yes,Always,DC
13989,24,Male,State,100%,No,Yes,Bike,6,Yes,Yes,No,No,Sometimes,DC
13990,21,Female,State,25%,Yes,No,Bus,4,Yes,Yes,No,Yes,Sometimes,DC
13991,25,Female,Other,0%,No,No,Bus,12,Yes,Yes,Yes,Yes,Sometimes,BB
13992,18,Male,Private,0%,No,Yes,Private,15,No,Yes,Yes,Yes,Always,BB
13993,21,Male,State,25%,No,Yes,Bus,9,Yes,No,Yes,No,Always,BB
13994,22,Male,State,25%,No,No,Bus,10,Yes,Yes,Yes,Yes,Always,BB
13995,23,Female,State,0%,No,No,Bus,8,Yes,Yes,Yes,No,Sometimes,CC
13996,25,Male,State,25%,No,No,Private,10,Yes,Yes,Yes,Yes,Always,BB
13997,21,Male,Private,25%,Yes,Yes,Bus,11,No,No,Yes,No,Always,CC
13998,19,Male,Private,0%,No,Yes,Bus,10,Yes,No,Yes,Yes,Sometimes,CC
13999,23,Male,Private,25%,Yes,No,Bus,10,Yes,No,No,Yes,Never,DC
14000,23,Female,Other,75%,No,No,Bus,11,Yes,Yes,Yes,Yes,Sometimes,CC
14001,21,Male,Private,25%,No,Yes,Bus,1,No,Yes,Yes,Yes,Sometimes,FF
14002,24,Male,State,50%,Yes,No,Bike,8,Yes,Yes,Yes,Yes,Always,CC
14003,20,Male,State,50%,No,Yes,Bus,9,Yes,No,Yes,Yes,Always,DC
14004,24,Male,Private,25%,Yes,No,Bus,10,No,No,Yes,No,Sometimes,CC
14005,21,Male,State,25%,No,No,Bike,7,No,No,Yes,No,Always,FF
14006,23,Female,State,25%,Yes,Yes,Private,9,Yes,Yes,Yes,Yes,Always,CC
14007,25,Female,State,50%,No,No,Bus,5,Yes,No,Yes,No,Sometimes,DC
14008,19,Female,Private,25%,No,Yes,Bus,1,No,Yes,Yes,No,Sometimes,FF
14009,25,Female,Private,25%,No,Yes,Private,12,No,Yes,Yes,No,Always,CC
14010,25,Female,Private,0%,No,No,Bus,3,Yes,No,No,Yes,Always,FF
14011,23,Male,Private,75%,Yes,Yes,Bus,7,Yes,Yes,Yes,Yes,Never,DC
14012,24,Female,State,25%,No,No,Bus,5,Yes,No,Yes,Yes,Always,DC
14013,19,Female,State,50%,Yes,Yes,Bus,14,Yes,Yes,No,Yes,Always,CC
14014,18,Female,Private,50%,No,No,Private,8,Yes,Yes,Yes,No,Always,BA
14015,22,Female,State,75%,No,Yes,Bus,7,Yes,Yes,Yes,Yes,Always,DC
14016,23,Male,State,50%,No,No,Bus,11,No,Yes,Yes,No,Always,CC
14017,21,Female,Private,50%,Yes,No,Private,17,Yes,No,Yes,Yes,Always,BB
14018,18,Female,Private,100%,Yes,No,Bus,10,No,Yes,Yes,Yes,Always,CC
14019,22,Female,State,50%,Yes,No,Bus,6,Yes,Yes,Yes,No,Sometimes,DC
14020,21,Male,State,0%,No,Yes,Bus,11,Yes,Yes,Yes,Yes,Always,BB
14021,25,Male,State,0%,Yes,Yes,Private,2,Yes,Yes,Yes,Yes,Sometimes,DC
14022,20,Male,Private,75%,No,No,Bus,8,Yes,Yes,Yes,Yes,Always,CC
14023,21,Female,Private,75%,Yes,No,Private,16,Yes,Yes,No,Yes,Sometimes,BB
14024,19,Male,Private,50%,Yes,Yes,Bus,9,Yes,Yes,Yes,No,Sometimes,DC
14025,19,Male,State,50%,No,Yes,Private,8,No,Yes,Yes,Yes,Sometimes,DC
14026,20,Female,State,50%,Yes,No,Private,8,Yes,No,Yes,Yes,Always,CC
14027,18,Male,Private,25%,No,No,Private,6,No,Yes,Yes,No,Always,DC
14028,22,Female,State,50%,No,No,Bus,9,No,No,Yes,Yes,Always,DC
14029,21,Male,State,0%,Yes,Yes,Bus,11,No,Yes,Yes,Yes,Always,CC
14030,19,Female,State,100%,No,Yes,Bus,7,Yes,Yes,Yes,Yes,Always,CC
14031,18,Female,Other,75%,No,Yes,Bus,0,No,No,No,Yes,Always,FF
14032,20,Female,Private,50%,Yes,Yes,Bus,10,Yes,Yes,Yes,Yes,Always,BA
14033,24,Female,Other,25%,Yes,No,Bus,17,No,Yes,Yes,Yes,Always,BB
14034,23,Male,Private,0%,No,No,Bike,6,Yes,Yes,Yes,Yes,Sometimes,CC
14035,24,Male,Private,25%,Yes,Yes,Private,2,Yes,No,Yes,Yes,Always,DC
14036,24,Male,State,50%,No,Yes,Bus,11,No,Yes,Yes,Yes,Always,CC
14037,19,Female,Other,50%,No,Yes,Bus,15,Yes,Yes,Yes,No,Always,BA
14038,25,Female,State,25%,Yes,No,Private,10,Yes,Yes,Yes,No,Never,CC
14039,25,Male,State,50%,No,Yes,Bus,15,Yes,Yes,Yes,Yes,Sometimes,BB
14040,20,Female,State,75%,No,Yes,Bus,11,Yes,No,Yes,No,Always,BB
14041,21,Male,State,0%,No,No,Bus,11,No,No,Yes,Yes,Never,DC
14042,25,Female,Private,50%,No,No,Bus,6,Yes,Yes,Yes,Yes,Always,CC
14043,24,Female,State,75%,No,No,Private,9,No,Yes,Yes,Yes,Sometimes,DC
14044,25,Male,State,50%,Yes,Yes,Bike,8,Yes,Yes,Yes,Yes,Always,CC
14045,24,Male,State,50%,No,No,Bus,8,Yes,Yes,Yes,Yes,Always,CC
14046,22,Male,State,50%,No,Yes,Bus,7,Yes,No,Yes,Yes,Sometimes,DC
14047,19,Female,State,100%,No,No,Bus,9,Yes,Yes,No,No,Never,FF
14048,19,Female,Other,0%,No,No,Private,3,No,No,Yes,No,Sometimes,FF
14049,21,Male,State,50%,No,No,Private,11,No,Yes,Yes,Yes,Always,BB
14050,25,Male,Other,0%,No,Yes,Bus,4,Yes,No,Yes,Yes,Always,DC
14051,25,Male,Private,0%,No,No,Private,7,Yes,Yes,Yes,No,Always,CC
14052,23,Female,State,25%,No,Yes,Bus,9,Yes,No,Yes,Yes,Never,CC
14053,18,Female,State,0%,No,Yes,Bus,4,Yes,Yes,Yes,Yes,Sometimes,CC
14054,22,Male,State,100%,Yes,Yes,Private,0,No,Yes,Yes,No,Always,DC
14055,19,Female,State,100%,No,No,Bus,6,No,No,No,No,Never,FF
14056,22,Female,State,25%,Yes,Yes,Bus,2,Yes,No,No,Yes,Never,FF
14057,19,Male,State,50%,Yes,No,Private,11,No,Yes,No,No,Always,CC
14058,22,Male,State,50%,No,No,Bus,3,Yes,Yes,Yes,No,Always,DC
14059,20,Female,Private,75%,No,Yes,Bus,14,Yes,Yes,No,Yes,Sometimes,CC
14060,24,Female,State,50%,No,No,Bus,8,No,No,Yes,Yes,Sometimes,DC
14061,19,Male,State,0%,No,Yes,Bus,8,Yes,Yes,Yes,Yes,Always,CC
14062,22,Male,Private,75%,Yes,Yes,Bus,0,Yes,Yes,Yes,No,Always,DC
14063,25,Male,State,50%,No,No,Bus,9,Yes,No,No,No,Sometimes,FF
14064,18,Female,State,50%,Yes,No,Private,8,Yes,Yes,Yes,Yes,Sometimes,CC
14065,20,Male,State,100%,Yes,Yes,Bike,3,Yes,Yes,Yes,No,Always,FF
14066,20,Male,Private,100%,No,No,Bus,8,Yes,Yes,Yes,No,Always,CC
14067,18,Female,Private,50%,No,No,Bus,6,Yes,No,Yes,Yes,Sometimes,CC
14068,22,Female,State,50%,Yes,Yes,Private,7,Yes,Yes,Yes,Yes,Always,CC
14069,25,Male,Private,100%,No,No,Bike,8,Yes,Yes,Yes,No,Always,CC
14070,21,Male,State,25%,No,No,Bus,6,Yes,Yes,Yes,Yes,Sometimes,CC
14071,18,Female,Private,25%,Yes,Yes,Private,9,Yes,Yes,Yes,No,Always,BB
14072,22,Male,State,0%,Yes,No,Bus,8,No,Yes,Yes,Yes,Always,CC
14073,18,Male,Private,75%,No,No,Bike,10,No,Yes,Yes,Yes,Sometimes,CC
14074,18,Female,Private,50%,Yes,Yes,Bus,6,Yes,No,Yes,No,Sometimes,CC
14075,19,Male,State,0%,No,No,Bike,4,No,Yes,Yes,No,Always,DC
14076,22,Female,Private,100%,No,Yes,Bus,5,Yes,Yes,No,No,Always,FF
14077,21,Female,State,50%,No,No,Bike,14,Yes,Yes,No,Yes,Never,BB
14078,24,Male,Other,75%,No,Yes,Bus,12,Yes,Yes,No,Yes,Always,BB
14079,19,Male,State,0%,No,No,Bus,13,Yes,Yes,Yes,Yes,Sometimes,CC
14080,18,Female,State,50%,Yes,Yes,Private,13,Yes,No,Yes,No,Always,CC
14081,24,Female,Private,50%,No,No,Private,6,Yes,Yes,Yes,Yes,Always,CC
14082,23,Female,Private,50%,No,Yes,Private,9,Yes,Yes,Yes,No,Sometimes,CC
14083,24,Female,State,50%,Yes,Yes,Bus,8,Yes,Yes,Yes,Yes,Sometimes,CC
14084,18,Male,State,75%,No,Yes,Private,11,Yes,Yes,Yes,Yes,Always,BB
14085,18,Female,State,25%,Yes,No,Bike,7,Yes,Yes,No,Yes,Always,CC
14086,25,Male,State,75%,Yes,Yes,Bus,8,Yes,Yes,No,No,Always,CC
14087,22,Male,State,0%,No,No,Bus,8,Yes,Yes,Yes,Yes,Always,CC
14088,22,Male,Private,25%,No,No,Private,10,Yes,No,Yes,Yes,Always,CC
14089,19,Male,State,0%,No,No,Private,11,No,No,Yes,Yes,Always,CC
14090,21,Female,State,25%,Yes,Yes,Private,8,Yes,Yes,Yes,No,Never,CC
14091,19,Male,State,25%,No,No,Private,8,Yes,Yes,No,No,Always,DC
14092,20,Male,State,75%,Yes,Yes,Private,9,Yes,No,Yes,No,Always,CC
14093,18,Male,Private,50%,No,No,Private,15,No,Yes,Yes,Yes,Sometimes,BB
14094,24,Female,Private,25%,No,No,Bike,1,Yes,Yes,Yes,Yes,Never,FF
14095,23,Female,State,50%,No,Yes,Private,4,Yes,Yes,Yes,Yes,Sometimes,DC
14096,18,Male,State,0%,No,Yes,Private,11,Yes,Yes,Yes,No,Never,BB
14097,18,Male,State,0%,No,Yes,Bus,9,Yes,Yes,Yes,Yes,Always,CC
14098,19,Male,Private,50%,No,Yes,Bus,9,Yes,Yes,Yes,No,Sometimes,CC
14099,23,Female,Private,50%,No,No,Bus,11,Yes,Yes,Yes,Yes,Always,BB
14100,23,Female,State,75%,No,Yes,Private,9,Yes,No,Yes,No,Sometimes,DC
14101,23,Female,Private,25%,No,No,Bus,6,Yes,Yes,Yes,Yes,Always,CC
14102,19,Female,State,50%,No,Yes,Bus,11,Yes,Yes,No,Yes,Always,CC
14103,18,Male,Other,50%,No,No,Bus,8,No,Yes,Yes,Yes,Never,DC
14104,19,Female,State,100%,Yes,No,Private,6,Yes,Yes,Yes,Yes,Always,DC
14105,22,Female,Private,25%,Yes,No,Private,11,No,Yes,Yes,No,Always,CC
14106,22,Male,State,50%,No,Yes,Bike,11,No,Yes,Yes,No,Always,CC
14107,19,Male,Private,50%,No,No,Bus,9,No,Yes,Yes,Yes,Always,CC
14108,23,Female,Private,100%,No,Yes,Bus,15,No,Yes,Yes,Yes,Always,BB
14109,25,Female,Private,25%,No,Yes,Bus,13,Yes,No,No,Yes,Always,BB
14110,18,Male,Private,50%,No,No,Bus,12,No,Yes,No,Yes,Sometimes,DC
14111,19,Female,Other,25%,No,No,Private,18,Yes,Yes,Yes,Yes,Always,BA
14112,19,Female,Private,50%,No,Yes,Bus,7,No,No,Yes,Yes,Never,DC
14113,19,Male,Private,25%,Yes,No,Bus,6,Yes,No,Yes,No,Always,CC
14114,25,Male,Other,0%,No,No,Bus,11,Yes,No,Yes,Yes,Sometimes,CC
14115,25,Male,Private,50%,No,Yes,Bus,7,No,No,Yes,Yes,Sometimes,FF
14116,20,Female,State,25%,No,No,Bus,8,Yes,Yes,Yes,Yes,Always,CC
14117,22,Male,Private,0%,No,No,Bus,4,No,Yes,Yes,No,Sometimes,FF
14118,24,Male,Private,25%,Yes,Yes,Bus,10,Yes,No,Yes,Yes,Sometimes,BB
